Transaction_Amount,Category,Preferred_Payment_Method,Last_Used_Credit_Card_Days,Last_Used_UPI_Days,UPI_Usage_Count,Card_Usage_Count,Wallet_Usage_Count,EMI_Usage_Count,Bank_Offer_Active,Bank_Name,Is_High_Value,Failure_Rate_Last10,Time_of_Day,Recommended_Payment_Method
15858.2,Grocery,UPI,42,15,4,15,6,2,0,ICICI,1,0.19,Afternoon,UPI
33582.67,Fashion,UPI,27,9,8,12,15,2,0,Axis,1,0.04,Night,Debit Card
21686.81,Travel,Wallet,52,39,3,19,23,4,0,ICICI,1,0.42,Evening,EMI
29236.1,Electronics,Credit Card,37,1,10,6,21,4,0,HDFC,1,0.05,Morning,EMI
49022.68,Grocery,UPI,16,36,13,5,14,6,0,SBI,1,0.02,Evening,EMI
3175.93,Grocery,Wallet,42,12,15,17,16,0,0,HDFC,0,0.12,Afternoon,Wallet
13876.7,Electronics,Credit Card,53,51,9,12,11,6,1,HDFC,1,0.14,Night,Credit Card
23279.16,Grocery,Debit Card,43,27,1,4,24,8,1,Axis,1,0.48,Evening,EMI
11446.26,Utilities,Debit Card,10,47,0,18,10,8,0,Axis,1,0.3,Morning,EMI
3554.58,Fashion,UPI,35,31,6,22,27,1,0,ICICI,0,0.2,Morning,UPI
22600.28,Fashion,Wallet,11,39,18,14,0,2,0,HDFC,1,0.15,Night,UPI
12498.58,Grocery,Credit Card,32,41,19,29,9,4,1,SBI,1,0.44,Night,Credit Card
29150.82,Electronics,UPI,11,20,29,29,26,9,0,ICICI,1,0.45,Night,EMI
41253.69,Utilities,Credit Card,49,0,10,22,1,0,0,HDFC,1,0.19,Afternoon,Credit Card
35925.06,Utilities,UPI,16,29,9,2,25,4,0,Kotak,1,0.17,Afternoon,Wallet
7755.54,Utilities,Debit Card,57,53,27,23,26,5,0,SBI,0,0.38,Afternoon,Debit Card
22352.77,Electronics,EMI,5,47,17,16,5,6,0,Kotak,1,0.25,Morning,EMI
12171.1,Fashion,Wallet,12,11,8,3,6,7,0,SBI,1,0.02,Afternoon,EMI
38719.41,Fashion,UPI,49,3,18,19,25,6,1,ICICI,1,0.35,Morning,Credit Card
45180.05,Grocery,Wallet,42,26,0,1,16,4,0,SBI,1,0.47,Morning,EMI
9603.8,Grocery,Debit Card,20,29,14,18,15,8,1,Kotak,0,0.19,Morning,Credit Card
29808.25,Utilities,Credit Card,21,16,26,3,12,7,0,HDFC,1,0.35,Morning,EMI
33273.91,Travel,Wallet,22,9,2,4,2,5,0,Kotak,1,0.22,Afternoon,Debit Card
24231.29,Electronics,Credit Card,16,39,9,1,11,6,0,ICICI,1,0.34,Night,EMI
26584.46,Electronics,EMI,6,28,20,4,22,0,0,SBI,1,0.12,Morning,UPI
26020.49,Electronics,Debit Card,25,46,9,20,27,6,0,ICICI,1,0.41,Morning,EMI
12824.68,Grocery,Wallet,58,2,8,23,21,0,1,ICICI,1,0.02,Evening,Credit Card
35341.0,Travel,Debit Card,28,18,18,5,12,2,0,Axis,1,0.08,Afternoon,UPI
29040.39,Electronics,Wallet,46,43,29,26,6,3,0,SBI,1,0.25,Afternoon,Debit Card
15719.97,Electronics,Wallet,19,59,12,2,25,9,0,Axis,1,0.15,Evening,EMI
41794.98,Travel,Wallet,48,34,13,2,12,1,1,ICICI,1,0.1,Afternoon,UPI
26196.78,Travel,Debit Card,50,42,0,7,14,0,0,SBI,1,0.25,Night,Debit Card
45589.75,Fashion,EMI,13,21,15,13,11,0,1,Kotak,1,0.25,Afternoon,Credit Card
10973.43,Electronics,EMI,16,37,7,25,12,1,0,ICICI,1,0.11,Night,EMI
8568.29,Fashion,Debit Card,10,43,13,12,28,9,1,Kotak,0,0.37,Evening,Credit Card
48312.28,Utilities,UPI,23,39,24,25,5,3,0,Kotak,1,0.37,Night,EMI
39168.42,Grocery,UPI,5,18,17,15,22,4,0,Kotak,1,0.2,Evening,EMI
21316.95,Travel,Credit Card,11,43,24,20,15,9,0,SBI,1,0.34,Morning,EMI
46557.86,Travel,Wallet,11,36,17,3,1,2,1,ICICI,1,0.29,Night,Wallet
12450.56,Travel,Credit Card,0,16,15,8,24,4,1,Kotak,1,0.07,Evening,EMI
47379.11,Fashion,Wallet,1,10,10,7,22,5,1,SBI,1,0.13,Morning,EMI
41149.55,Electronics,EMI,33,56,20,26,23,2,0,HDFC,1,0.26,Morning,EMI
1840.53,Grocery,Credit Card,59,58,3,16,4,8,0,HDFC,0,0.47,Afternoon,Debit Card
38443.16,Electronics,Wallet,35,52,26,7,0,0,0,ICICI,1,0.38,Morning,Debit Card
2002.1,Electronics,EMI,8,29,19,5,27,0,1,Axis,0,0.16,Night,UPI
11922.6,Travel,EMI,8,29,23,3,17,8,0,Kotak,1,0.39,Evening,EMI
31298.06,Electronics,Debit Card,3,49,10,24,3,7,1,ICICI,1,0.13,Morning,Credit Card
47859.64,Electronics,Credit Card,22,6,11,24,2,9,0,Axis,1,0.18,Morning,EMI
37588.53,Utilities,UPI,53,15,14,18,28,3,1,SBI,1,0.29,Night,Credit Card
18282.88,Fashion,UPI,1,55,14,6,27,0,0,Kotak,1,0.46,Evening,Debit Card
7848.3,Travel,UPI,15,54,8,21,15,2,1,HDFC,0,0.2,Evening,Credit Card
34062.13,Electronics,Credit Card,59,0,20,16,8,6,0,Kotak,1,0.25,Morning,EMI
48647.43,Electronics,Credit Card,52,11,6,13,14,5,1,Kotak,1,0.24,Night,Credit Card
7809.21,Grocery,Credit Card,36,36,24,0,8,5,1,Kotak,0,0.35,Afternoon,EMI
21448.39,Grocery,EMI,7,38,12,12,7,9,0,Kotak,1,0.13,Night,EMI
29995.06,Electronics,EMI,12,22,24,27,25,0,1,SBI,1,0.29,Night,Credit Card
28177.21,Utilities,UPI,21,4,15,7,18,9,0,ICICI,1,0.09,Afternoon,EMI
10851.92,Travel,Wallet,11,13,23,17,26,1,1,Kotak,1,0.05,Evening,Credit Card
34022.92,Grocery,EMI,27,40,12,28,3,8,0,Kotak,1,0.07,Night,EMI
45875.71,Fashion,Debit Card,37,2,25,24,21,3,0,Kotak,1,0.02,Evening,EMI
45418.66,Fashion,Wallet,37,7,18,29,24,9,1,Axis,1,0.06,Evening,Credit Card
1574.14,Travel,Credit Card,49,47,12,20,16,7,0,Kotak,0,0.32,Afternoon,Debit Card
28988.97,Utilities,EMI,33,46,0,8,15,3,1,SBI,1,0.05,Evening,EMI
255.77,Utilities,Wallet,22,14,25,29,24,6,1,Axis,0,0.34,Morning,Credit Card
4078.95,Electronics,Debit Card,23,51,12,23,19,7,0,Kotak,0,0.13,Morning,Debit Card
22063.41,Travel,Credit Card,46,29,25,18,14,9,0,SBI,1,0.08,Morning,EMI
37116.14,Fashion,Credit Card,22,36,8,19,18,1,0,ICICI,1,0.24,Evening,Credit Card
24640.35,Electronics,Debit Card,27,52,12,17,6,1,1,Kotak,1,0.07,Afternoon,Credit Card
48806.38,Electronics,UPI,1,14,6,8,4,6,0,Axis,1,0.24,Evening,EMI
47535.53,Grocery,Credit Card,22,18,3,23,19,6,0,SBI,1,0.45,Evening,EMI
27955.76,Travel,Credit Card,31,46,13,14,13,6,0,ICICI,1,0.16,Evening,EMI
40955.03,Fashion,UPI,59,16,16,13,23,8,1,Kotak,1,0.2,Night,Credit Card
18744.68,Travel,Credit Card,35,49,4,15,13,2,1,HDFC,1,0.02,Evening,Credit Card
38171.15,Utilities,Credit Card,47,56,10,21,3,0,1,Axis,1,0.17,Morning,Credit Card
802.58,Travel,Debit Card,53,55,5,20,20,9,0,HDFC,0,0.01,Night,Wallet
510.33,Electronics,UPI,33,58,15,8,12,6,0,SBI,0,0.1,Evening,UPI
25281.59,Utilities,Wallet,26,1,12,0,25,2,1,HDFC,1,0.15,Afternoon,UPI
5076.58,Travel,UPI,16,43,0,2,13,9,0,Axis,0,0.23,Morning,UPI
18452.58,Fashion,EMI,38,27,18,3,24,3,0,HDFC,1,0.23,Evening,EMI
6932.25,Travel,EMI,57,44,29,15,21,1,1,ICICI,0,0.27,Evening,Credit Card
6161.09,Travel,Credit Card,49,7,26,14,12,5,1,ICICI,0,0.37,Morning,Credit Card
40938.29,Utilities,Wallet,44,36,25,21,5,3,1,Kotak,1,0.14,Morning,Credit Card
22163.49,Grocery,Wallet,2,46,0,1,9,8,0,SBI,1,0.36,Night,EMI
20864.32,Grocery,Credit Card,5,13,16,17,19,2,0,SBI,1,0.33,Morning,Debit Card
17466.7,Utilities,EMI,43,8,26,13,19,0,0,HDFC,1,0.13,Night,UPI
13512.19,Fashion,UPI,17,51,22,1,7,6,0,Axis,1,0.35,Night,EMI
13133.89,Grocery,Credit Card,40,34,2,1,0,0,0,Axis,1,0.14,Afternoon,Wallet
31288.47,Utilities,EMI,1,38,16,17,5,4,1,ICICI,1,0.01,Afternoon,Credit Card
44544.27,Grocery,UPI,55,42,14,12,29,7,1,SBI,1,0.01,Night,Credit Card
21796.6,Fashion,EMI,17,55,8,22,3,8,0,HDFC,1,0.01,Morning,EMI
32489.68,Utilities,Wallet,55,30,23,6,25,5,1,SBI,1,0.43,Evening,EMI
3650.65,Grocery,Debit Card,31,59,17,26,23,8,1,SBI,0,0.24,Morning,Credit Card
23926.65,Fashion,Credit Card,47,51,23,7,27,4,0,SBI,1,0.18,Night,EMI
6642.95,Travel,Credit Card,34,51,28,6,17,2,0,Axis,0,0.46,Morning,Debit Card
20980.49,Grocery,Credit Card,0,1,7,21,24,1,0,SBI,1,0.11,Afternoon,Credit Card
21277.38,Electronics,UPI,50,52,14,17,6,9,0,HDFC,1,0.22,Afternoon,EMI
20604.99,Travel,Credit Card,9,43,16,6,21,7,0,SBI,1,0.07,Morning,EMI
769.8,Fashion,UPI,24,40,12,17,20,0,0,SBI,0,0.44,Night,Debit Card
46471.1,Utilities,UPI,52,52,20,26,18,6,0,SBI,1,0.26,Afternoon,EMI
15341.04,Travel,Credit Card,41,47,4,19,8,7,1,ICICI,1,0.08,Evening,EMI
31504.81,Utilities,EMI,22,48,5,14,7,6,0,ICICI,1,0.45,Morning,EMI
31163.54,Utilities,EMI,36,19,0,28,17,6,0,Kotak,1,0.12,Morning,EMI
43411.43,Fashion,Credit Card,52,28,1,8,16,1,0,HDFC,1,0.13,Evening,Credit Card
16596.98,Grocery,EMI,26,46,26,2,5,2,0,SBI,1,0.21,Morning,Wallet
18311.36,Electronics,UPI,41,28,11,10,3,2,0,Axis,1,0.48,Evening,Debit Card
39387.56,Fashion,UPI,12,40,1,17,20,0,1,HDFC,1,0.4,Evening,Credit Card
33346.88,Utilities,Credit Card,54,55,29,21,13,6,0,Axis,1,0.34,Morning,EMI
33487.09,Fashion,Wallet,0,10,5,19,2,4,0,Kotak,1,0.16,Morning,EMI
19271.29,Grocery,Credit Card,41,18,4,25,4,8,1,Kotak,1,0.24,Night,Credit Card
41526.13,Travel,UPI,0,53,27,15,25,9,0,HDFC,1,0.46,Afternoon,EMI
5539.1,Travel,Debit Card,24,7,4,5,22,3,0,SBI,0,0.07,Night,Debit Card
460.28,Utilities,Credit Card,12,11,21,1,20,2,1,HDFC,0,0.27,Evening,Wallet
12624.23,Fashion,Debit Card,14,31,10,23,2,5,0,SBI,1,0.36,Afternoon,EMI
2422.42,Fashion,UPI,30,12,25,11,11,1,0,SBI,0,0.48,Night,Debit Card
35492.67,Electronics,EMI,42,23,1,7,11,4,1,SBI,1,0.1,Afternoon,EMI
12736.94,Grocery,Debit Card,13,15,16,5,25,6,0,Axis,1,0.41,Afternoon,EMI
27582.09,Electronics,Wallet,17,29,27,25,12,7,0,Kotak,1,0.02,Afternoon,EMI
45862.2,Utilities,Credit Card,13,5,11,19,22,5,1,Kotak,1,0.48,Afternoon,Credit Card
41493.17,Utilities,Debit Card,48,33,15,23,13,9,0,Kotak,1,0.25,Evening,EMI
10142.39,Utilities,EMI,19,58,13,7,24,8,0,ICICI,1,0.39,Afternoon,EMI
5108.34,Grocery,EMI,3,6,29,29,23,2,1,Kotak,0,0.43,Afternoon,Credit Card
19074.03,Fashion,EMI,56,27,13,3,5,4,0,ICICI,1,0.45,Night,EMI
23292.73,Grocery,EMI,2,42,14,2,13,1,0,ICICI,1,0.41,Evening,Debit Card
39450.23,Electronics,EMI,9,47,21,8,10,4,0,Kotak,1,0.41,Morning,EMI
15546.15,Grocery,Debit Card,43,31,22,4,6,8,1,ICICI,1,0.24,Morning,EMI
42390.28,Fashion,Wallet,50,40,24,23,7,7,0,Axis,1,0.14,Evening,EMI
30473.34,Utilities,Debit Card,50,58,16,1,10,1,0,ICICI,1,0.3,Afternoon,Debit Card
7783.31,Electronics,Credit Card,46,38,19,12,12,0,0,ICICI,0,0.47,Morning,Debit Card
34920.07,Travel,EMI,25,22,14,3,26,5,0,SBI,1,0.22,Afternoon,EMI
16436.1,Travel,Credit Card,40,37,28,19,26,6,0,ICICI,1,0.42,Morning,EMI
4238.06,Fashion,UPI,24,13,10,28,1,5,0,Axis,0,0.14,Afternoon,UPI
22851.71,Travel,EMI,38,15,25,5,26,5,1,Axis,1,0.13,Evening,EMI
19773.49,Grocery,Wallet,55,45,8,14,24,5,1,Axis,1,0.48,Night,Credit Card
45154.76,Grocery,Credit Card,29,9,1,13,12,5,0,ICICI,1,0.01,Afternoon,EMI
25302.38,Electronics,Wallet,13,36,8,7,6,7,0,HDFC,1,0.18,Evening,EMI
18090.59,Utilities,Credit Card,6,18,1,13,17,7,0,ICICI,1,0.1,Afternoon,EMI
45526.28,Electronics,Credit Card,53,27,18,26,15,3,1,Axis,1,0.37,Night,Credit Card
20793.44,Fashion,Wallet,4,29,16,10,23,9,1,ICICI,1,0.41,Night,EMI
7144.19,Utilities,UPI,50,51,16,19,15,4,1,Kotak,0,0.15,Night,Credit Card
37383.99,Fashion,Wallet,21,39,22,26,29,0,0,Kotak,1,0.03,Morning,Wallet
3200.08,Travel,UPI,8,23,20,8,13,6,0,Axis,0,0.03,Night,UPI
40415.8,Electronics,Credit Card,48,44,8,14,6,0,0,Kotak,1,0.31,Night,Debit Card
37015.84,Electronics,EMI,25,27,7,14,5,5,0,Axis,1,0.06,Morning,EMI
43251.32,Grocery,Debit Card,11,26,20,29,20,5,1,Axis,1,0.38,Night,Credit Card
2801.31,Fashion,Debit Card,47,37,27,20,16,8,0,Axis,0,0.28,Afternoon,Debit Card
5317.27,Utilities,Debit Card,10,47,19,16,19,8,1,Kotak,0,0.2,Morning,Credit Card
43284.93,Travel,Credit Card,53,18,12,22,13,3,0,Axis,1,0.06,Night,EMI
3745.28,Electronics,EMI,54,26,13,1,0,1,0,HDFC,0,0.48,Afternoon,Debit Card
11628.7,Travel,EMI,44,40,8,19,8,5,0,ICICI,1,0.32,Night,EMI
14910.33,Utilities,Debit Card,7,35,20,23,13,7,0,Axis,1,0.43,Morning,EMI
9268.04,Grocery,Wallet,43,6,7,8,1,0,0,Kotak,0,0.24,Afternoon,Wallet
16118.97,Utilities,UPI,34,59,14,6,29,5,0,SBI,1,0.3,Evening,EMI
24828.23,Grocery,UPI,12,58,21,27,29,3,0,HDFC,1,0.03,Morning,EMI
10610.52,Utilities,Debit Card,8,0,12,17,14,1,0,HDFC,1,0.48,Night,EMI
15386.59,Travel,Credit Card,54,28,14,18,26,8,0,Axis,1,0.19,Night,EMI
46460.91,Electronics,Credit Card,35,51,17,24,2,3,0,SBI,1,0.05,Afternoon,EMI
1286.46,Grocery,Credit Card,6,57,16,21,21,5,0,ICICI,0,0.26,Morning,Wallet
37148.63,Utilities,Debit Card,36,15,4,1,19,8,0,SBI,1,0.38,Night,EMI
13350.65,Fashion,Credit Card,0,49,28,0,7,8,1,HDFC,1,0.11,Afternoon,EMI
44583.55,Grocery,UPI,18,24,17,26,4,1,0,Kotak,1,0.16,Evening,UPI
24886.52,Electronics,Wallet,46,51,27,19,14,9,0,Axis,1,0.37,Night,EMI
35769.05,Travel,UPI,16,52,13,1,15,8,0,Kotak,1,0.13,Night,EMI
20732.32,Grocery,Credit Card,6,47,8,26,23,0,0,Kotak,1,0.01,Night,Credit Card
43764.22,Utilities,Wallet,19,43,6,7,6,5,0,Axis,1,0.48,Morning,EMI
36609.13,Travel,EMI,16,47,21,1,29,7,0,HDFC,1,0.4,Afternoon,EMI
36298.06,Travel,Debit Card,41,1,1,26,13,6,1,Kotak,1,0.04,Afternoon,Credit Card
37253.39,Electronics,Credit Card,45,24,3,25,3,1,0,ICICI,1,0.13,Morning,Credit Card
18507.07,Fashion,UPI,18,38,13,1,2,0,0,ICICI,1,0.33,Morning,Debit Card
37512.67,Travel,EMI,49,49,24,25,23,8,0,SBI,1,0.01,Evening,EMI
33970.92,Electronics,UPI,0,41,28,19,9,9,0,HDFC,1,0.2,Night,EMI
22841.22,Grocery,Credit Card,32,3,6,8,15,4,0,SBI,1,0.07,Afternoon,EMI
42842.75,Utilities,EMI,12,23,10,19,18,0,0,SBI,1,0.08,Morning,EMI
11526.46,Electronics,Debit Card,7,55,28,7,18,5,1,SBI,1,0.43,Evening,EMI
866.78,Utilities,UPI,21,41,9,9,19,0,1,Axis,0,0.02,Morning,Wallet
24981.81,Fashion,Wallet,20,16,13,7,20,4,1,ICICI,1,0.37,Morning,EMI
13099.82,Fashion,Debit Card,16,0,4,24,5,9,0,Kotak,1,0.5,Night,EMI
38594.36,Travel,Credit Card,30,11,2,29,15,5,0,ICICI,1,0.4,Morning,EMI
22181.22,Electronics,EMI,45,30,1,28,2,8,1,Kotak,1,0.36,Morning,Credit Card
11077.56,Utilities,EMI,19,58,20,9,21,8,0,SBI,1,0.41,Night,EMI
8751.32,Travel,Debit Card,0,57,29,21,6,4,0,SBI,0,0.18,Evening,UPI
3433.17,Grocery,EMI,9,46,6,22,1,2,0,Kotak,0,0.39,Night,Debit Card
32253.85,Travel,Wallet,57,24,2,2,21,4,1,Axis,1,0.29,Afternoon,EMI
35045.29,Travel,Credit Card,7,19,9,1,3,1,0,SBI,1,0.05,Afternoon,UPI
32793.09,Electronics,UPI,24,3,8,26,12,8,0,HDFC,1,0.48,Night,EMI
3087.74,Electronics,Credit Card,36,52,17,13,15,8,0,Kotak,0,0.44,Night,Debit Card
23814.8,Utilities,UPI,33,39,0,25,16,2,0,SBI,1,0.05,Evening,UPI
33882.28,Travel,Credit Card,49,1,14,13,17,8,1,HDFC,1,0.05,Afternoon,Credit Card
14426.74,Fashion,Debit Card,4,48,21,3,14,2,0,HDFC,1,0.47,Evening,Debit Card
5496.48,Fashion,EMI,16,9,27,24,17,2,0,Kotak,0,0.32,Evening,Debit Card
23662.67,Electronics,UPI,17,15,16,6,11,1,1,SBI,1,0.15,Evening,UPI
27233.75,Utilities,EMI,5,13,3,12,18,1,0,Kotak,1,0.19,Morning,EMI
25731.27,Grocery,Credit Card,43,50,18,23,3,0,1,SBI,1,0.04,Evening,Credit Card
4685.61,Utilities,Wallet,29,50,21,23,15,0,0,HDFC,0,0.25,Afternoon,Wallet
47795.96,Utilities,Credit Card,18,23,14,8,9,6,1,Axis,1,0.25,Evening,EMI
8102.67,Utilities,Wallet,22,39,20,4,28,6,0,HDFC,0,0.33,Evening,Debit Card
44516.75,Travel,Debit Card,17,50,11,11,17,9,0,Kotak,1,0.3,Morning,EMI
35868.21,Grocery,EMI,29,29,17,11,15,3,0,SBI,1,0.42,Evening,EMI
28896.16,Electronics,Credit Card,50,35,28,19,22,2,0,SBI,1,0.39,Morning,Debit Card
9682.9,Fashion,Wallet,20,5,27,15,9,3,0,Kotak,0,0.31,Afternoon,Debit Card
15620.98,Travel,EMI,49,10,16,1,2,1,0,Axis,1,0.45,Afternoon,Debit Card
17568.56,Travel,UPI,27,31,24,19,27,8,1,SBI,1,0.43,Evening,Credit Card
35149.57,Electronics,Debit Card,45,33,3,1,17,2,1,Axis,1,0.45,Morning,Debit Card
19004.6,Utilities,Credit Card,31,57,17,29,5,6,1,SBI,1,0.07,Night,Credit Card
20636.63,Fashion,Credit Card,16,23,3,25,23,9,1,Kotak,1,0.37,Evening,Credit Card
28509.83,Grocery,UPI,5,8,20,11,28,9,0,SBI,1,0.11,Morning,EMI
2246.4,Grocery,UPI,56,24,4,5,4,2,0,Axis,0,0.42,Morning,Debit Card
43533.5,Utilities,EMI,31,7,14,18,14,4,0,ICICI,1,0.28,Afternoon,EMI
6981.15,Fashion,Wallet,41,18,10,14,9,6,1,Kotak,0,0.34,Evening,Credit Card
25683.13,Fashion,Credit Card,28,21,17,24,14,6,1,HDFC,1,0.46,Afternoon,Credit Card
46570.2,Grocery,UPI,9,12,14,22,17,6,0,Axis,1,0.45,Night,EMI
23070.32,Travel,UPI,1,3,0,14,24,0,1,HDFC,1,0.01,Evening,Credit Card
222.48,Electronics,EMI,44,25,11,11,21,5,0,HDFC,0,0.26,Evening,Wallet
48424.72,Utilities,UPI,41,51,28,23,8,1,0,HDFC,1,0.16,Evening,UPI
38659.93,Electronics,EMI,31,7,0,17,12,0,1,SBI,1,0.07,Afternoon,Credit Card
22522.22,Fashion,Credit Card,32,22,7,4,1,7,0,ICICI,1,0.13,Evening,EMI
36061.33,Fashion,EMI,14,36,14,17,17,8,0,SBI,1,0.15,Night,EMI
27646.42,Electronics,Debit Card,20,3,11,18,1,9,0,ICICI,1,0.4,Afternoon,Debit Card
27435.8,Electronics,UPI,6,29,12,26,11,2,0,Kotak,1,0.19,Morning,UPI
35950.23,Grocery,EMI,35,52,7,2,1,2,0,SBI,1,0.32,Evening,Debit Card
39748.16,Fashion,Credit Card,13,45,14,2,14,2,1,SBI,1,0.29,Afternoon,Credit Card
3079.57,Electronics,Debit Card,3,13,15,19,23,5,0,Kotak,0,0.48,Evening,Debit Card
20553.22,Travel,Wallet,10,2,27,9,17,0,0,HDFC,1,0.23,Afternoon,Wallet
47658.52,Electronics,Wallet,11,56,11,12,23,8,0,HDFC,1,0.38,Morning,EMI
37329.5,Utilities,UPI,46,11,18,20,27,2,0,HDFC,1,0.36,Night,Debit Card
20017.17,Utilities,Credit Card,57,13,5,0,21,1,0,Kotak,1,0.16,Night,UPI
28203.58,Travel,Debit Card,19,20,1,25,25,7,0,SBI,1,0.39,Evening,EMI
5908.5,Grocery,EMI,29,13,4,22,16,1,0,HDFC,0,0.01,Night,EMI
40633.57,Travel,Credit Card,15,19,10,11,14,1,0,HDFC,1,0.31,Night,Debit Card
37868.49,Electronics,Wallet,49,44,3,16,3,6,0,SBI,1,0.42,Night,EMI
16521.88,Utilities,Credit Card,21,13,16,20,18,9,1,ICICI,1,0.36,Afternoon,Credit Card
34704.0,Travel,Debit Card,41,41,19,28,10,5,0,SBI,1,0.09,Night,EMI
10052.07,Grocery,Debit Card,35,52,6,21,25,7,0,SBI,1,0.12,Night,EMI
45953.25,Utilities,UPI,54,8,25,25,29,3,0,HDFC,1,0.06,Night,EMI
41778.75,Electronics,Debit Card,10,4,17,23,14,1,0,Axis,1,0.19,Night,Debit Card
37791.41,Grocery,Debit Card,45,4,5,26,23,8,0,SBI,1,0.46,Afternoon,EMI
9111.75,Travel,UPI,17,33,22,20,22,0,0,Axis,0,0.33,Morning,Debit Card
22120.26,Fashion,EMI,16,49,25,25,22,5,0,HDFC,1,0.14,Evening,EMI
42114.55,Travel,Wallet,37,28,22,14,9,0,0,Axis,1,0.42,Night,Debit Card
1651.62,Grocery,EMI,36,30,10,21,17,2,0,ICICI,0,0.25,Afternoon,Wallet
17233.33,Utilities,Wallet,27,26,12,28,5,4,0,HDFC,1,0.18,Evening,EMI
27733.32,Grocery,EMI,46,40,20,16,23,6,0,Axis,1,0.48,Night,EMI
18904.09,Fashion,EMI,56,7,4,29,18,7,0,ICICI,1,0.31,Afternoon,EMI
36364.07,Electronics,EMI,54,43,26,12,13,4,1,Axis,1,0.13,Morning,Credit Card
4589.37,Travel,EMI,43,6,15,22,22,6,0,Axis,0,0.12,Evening,EMI
3549.75,Travel,UPI,49,50,13,19,5,7,0,Axis,0,0.03,Afternoon,UPI
2465.19,Fashion,Wallet,51,21,18,21,20,4,0,HDFC,0,0.11,Morning,Wallet
12776.37,Travel,Wallet,40,8,16,6,8,5,0,SBI,1,0.22,Night,EMI
27469.33,Electronics,UPI,49,50,13,19,24,9,1,ICICI,1,0.49,Afternoon,Credit Card
40142.34,Travel,UPI,7,30,4,15,7,9,0,ICICI,1,0.42,Afternoon,EMI
33250.31,Utilities,EMI,52,26,16,7,1,0,0,SBI,1,0.12,Night,UPI
47264.91,Travel,EMI,33,50,22,26,2,0,1,Axis,1,0.01,Afternoon,Credit Card
7100.22,Grocery,Debit Card,28,3,28,0,16,1,0,SBI,0,0.08,Evening,UPI
37175.8,Utilities,Debit Card,15,57,9,7,11,5,1,HDFC,1,0.4,Morning,EMI
5859.84,Travel,EMI,11,29,8,20,28,5,1,Axis,0,0.09,Afternoon,Credit Card
20263.62,Fashion,UPI,26,7,27,27,22,6,1,SBI,1,0.29,Morning,Credit Card
21499.83,Electronics,EMI,46,42,21,2,14,2,1,SBI,1,0.21,Morning,EMI
17539.31,Fashion,UPI,25,7,17,15,5,9,1,ICICI,1,0.22,Night,Credit Card
22561.2,Travel,Wallet,45,34,28,11,19,1,0,SBI,1,0.21,Night,Wallet
30293.07,Utilities,Wallet,18,57,20,0,23,3,0,Axis,1,0.22,Afternoon,EMI
17877.03,Grocery,Wallet,52,11,9,12,28,5,0,ICICI,1,0.06,Afternoon,EMI
13533.58,Travel,Wallet,44,39,24,6,23,7,1,SBI,1,0.21,Night,EMI
29553.64,Grocery,Debit Card,4,38,29,8,6,8,0,ICICI,1,0.06,Afternoon,EMI
3730.84,Electronics,UPI,40,0,16,12,23,6,0,HDFC,0,0.3,Afternoon,UPI
13398.21,Utilities,Wallet,20,9,0,13,26,3,0,ICICI,1,0.04,Morning,EMI
29509.88,Grocery,Wallet,58,3,28,4,29,3,1,Axis,1,0.07,Night,EMI
31778.32,Travel,Credit Card,14,33,15,19,21,4,0,Axis,1,0.06,Night,EMI
47992.77,Travel,Wallet,16,23,23,2,12,6,0,Axis,1,0.01,Evening,EMI
8796.51,Grocery,Credit Card,31,22,6,8,4,3,1,Axis,0,0.05,Morning,Credit Card
15426.78,Travel,Wallet,33,12,0,19,6,8,0,ICICI,1,0.14,Evening,EMI
34198.48,Utilities,EMI,12,54,9,15,5,9,1,Kotak,1,0.08,Evening,Credit Card
27060.68,Electronics,UPI,41,51,23,12,16,6,1,Kotak,1,0.29,Night,Credit Card
20948.8,Fashion,UPI,14,45,20,10,23,3,0,Kotak,1,0.17,Night,EMI
38079.42,Electronics,Credit Card,28,57,20,28,22,8,0,Kotak,1,0.39,Evening,EMI
27396.7,Utilities,EMI,50,32,17,13,21,4,0,HDFC,1,0.44,Morning,EMI
17111.73,Grocery,Wallet,53,21,25,13,21,0,0,HDFC,1,0.25,Evening,Wallet
276.48,Travel,UPI,1,37,22,18,28,3,0,SBI,0,0.19,Morning,UPI
40019.58,Utilities,Wallet,36,48,25,3,22,1,1,Kotak,1,0.18,Night,UPI
12696.88,Travel,Debit Card,55,14,15,16,16,9,0,Axis,1,0.45,Evening,EMI
19708.64,Fashion,Debit Card,53,41,3,11,17,6,0,ICICI,1,0.35,Morning,EMI
6163.41,Travel,Debit Card,9,57,14,11,0,3,0,Kotak,0,0.25,Evening,Debit Card
27455.37,Electronics,Wallet,48,38,23,22,6,8,1,Kotak,1,0.34,Afternoon,Credit Card
28284.16,Travel,UPI,49,52,19,7,14,4,0,SBI,1,0.13,Morning,EMI
21658.04,Fashion,Wallet,3,42,28,9,2,0,0,HDFC,1,0.05,Afternoon,UPI
13876.15,Travel,UPI,6,16,23,18,6,2,1,SBI,1,0.06,Evening,Credit Card
28636.94,Grocery,EMI,53,13,2,27,25,9,1,SBI,1,0.36,Evening,Credit Card
33221.96,Fashion,UPI,51,13,28,3,26,7,0,HDFC,1,0.48,Afternoon,EMI
